gender_code,gender_label,n,accuracy,macro_recall,macro_f1
0,Gender_0,1761,0.8052243043725156,0.782772525322066,0.7819603571718479
1,Gender_1,2452,0.8066884176182708,0.7552680398223713,0.7592288315334333
