gender_code,gender_label,n,accuracy,precision_pos,recall_pos,f1_pos,balanced_acc,roc_auc
0,Gender_0,563,0.5079928952042628,0.5020746887966805,0.4352517985611511,0.4662813102119461,0.5070995834911018,0.5196579578442508
1,Gender_1,755,0.5218543046357615,0.5085227272727273,0.4877384196185286,0.49791376912378305,0.5209310654793674,0.5038097980280345
